House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
38,Innersplit Drive,Alan,Ahmed,102,Husband,Married,Male,Retired Scientific laboratory technician,None,Christian
39,Innersplit Drive,Brenda,Wilkinson,33,Head,Divorced,Female,Environmental consultant,None,Methodist
39,Innersplit Drive,Hazel,Wilkinson,9,Daughter,NA,Female,Student,None,NA
40,Innersplit Drive,Iain,Williams,45,Head,Married,Male,"Psychologist, clinical",None,Christian
40,Innersplit Drive,Frances,Williams,49,Wife,Married,Female,Armed forces training and education officer,None,None
40,Innersplit Drive,Joe,Williams,22,Son,Divorced,Male,Management consultant,None,Christian
40,Innersplit Drive,Marcus,Williams,10,Son,NA,Male,Student,None,NA
41,Innersplit Drive,Stacey,Whitehead,51,Head,Married,Female,Energy manager,None,None
41,Innersplit Drive,Raymond,Whitehead,56,Husband,Married,Male,Clinical embryologist,None,None
42,Innersplit Drive,Gregory,Williams,27,Head,Married,m,"Scientist, physiological",None,Muslim
42,Innersplit Drive,Francesca,Williams,26,Wife,Married,Female,Investment analyst,None,Muslim
43,Innersplit Drive,Francesca,Khan,29,Head,Single,Female,Firefighter,None,None
43,Innersplit Drive,Ross,Iqbal,24,Lodger,Single,Male,"Scientist, biomedical",None,Catholic
43,Innersplit Drive,Stewart,Reid,44,Lodger,Divorced,Male,Exercise physiologist,None,Catholic
44,Innersplit Drive,Yvonne,Barry,49,Head,Widowed,Female,"Scientist, forensic",None,None
44,Innersplit Drive,Samuel,Barry,14,Son,NA,Male,Student,None,NA
44,Innersplit Drive,Emily,Barry,12,Daughter,NA,Female,Student,None,NA
45,Innersplit Drive,Declan,Davis,53,Head,Single,Male,Museum/gallery conservator,None,Christian
46,Innersplit Drive,Elaine,Bryan,85,Head,Widowed,Female,"Retired Research officer, trade union",None,Christian
47,Innersplit Drive,Elaine,Webb,71,Head,Married,Female,Retired Associate Professor,None,Christian
47,Innersplit Drive,Gary,Webb,73,Husband,Married,Male,Retired Industrial/product designer,None,Christian
48,Innersplit Drive,Kelly,Chan,73,Head,Married,Female,Retired Chief Strategy Officer,None,Methodist
48,Innersplit Drive,Charles,Chan,74,Husband,Married,Male,Retired Clinical embryologist,None,None
48,Innersplit Drive,Denise,Howells,25,Granddaughter,Single,Female,Dispensing optician,None,Methodist
48,Innersplit Drive,Leah,Sykes,21,Granddaughter,Single,Female,University Student,None,Methodist
49,Innersplit Drive,Joyce,Clarke,49,Head,Single,Female,Pathologist,None,Christian
49,Innersplit Drive,Gary,Bolton,51,Partner,Single,Male,Brewing technologist,None,None
50,Innersplit Drive,Carole,Hyde,42,Head,Married,Female,Pension scheme manager,None,Christian
50,Innersplit Drive,Aaron,Hyde,44,Husband,Married,Male,Chief Executive Officer,None,Christian
51,Innersplit Drive,Neil,Davies,32,Head,Single,Male,Unemployed,None,None
51,Innersplit Drive,Chloe,Wood,27,Partner,Single,Female,"Surveyor, land/geomatics",None,None
52,Innersplit Drive,Elizabeth,Taylor,41,Head,Divorced,Female,"Surveyor, building",None,Christian
52,Innersplit Drive,Richard,Taylor,2,Son,NA,Male,Child,None,NA
52,Innersplit Drive,Kevin,Taylor,0,Son,NA,Male,Child,None,NA
52,Innersplit Drive,Jessica,Johnson,26,Sibling,Single,Female,Podiatrist,None,None
53,Innersplit Drive,Gary,Giles,101,Head,Widowed,Male,Retired Public house manager,None,Catholic
1,Hill Gardens,Aimee,Lee,51,Head,Married,Female,Newspaper journalist,None,None
1,Hill Gardens,Billy,Lee,52,Husband,Married,Male,"Geologist, engineering",None,None
2,Hill Gardens,Brandon,Smith,75,Head,Widowed,Male,Retired Pathologist,None,Christian
3,Hill Gardens,Bethan,Edwards,51,Head,Divorced,Female,"Exhibitions officer, museum/gallery",None,None
4,Hill Gardens,Gavin,Thomas,42,Head,Single,Male,"Engineer, chemical",None,Muslim
4,Hill Gardens,Jane,Thomas,6,Daughter,NA,Female,Student,None,NA
4,Hill Gardens,Shaun,Thomas,3,Son,NA,Male,Child,None,NA
5,Hill Gardens,Martin,Mason,40,Head,Single,Male,Community arts worker,None,Catholic
6,Hill Gardens,Yvonne,Fowler,46,Head,Married,Female,Higher education careers adviser,None,Christian
6,Hill Gardens,Julian,Fowler,52,Husband,Married,Male,Music therapist,None,Christian
6,Hill Gardens,Margaret,Fowler,8,Daughter,NA,Female,Student,None,NA
7,Hill Gardens,Leonard,King,46,Head,Single,Male,Dentist,None,Christian
7,Hill Gardens,Elizabeth,Murray,46,Partner,Single,Female,Multimedia programmer,None,Christian
1,Badger Road,Caroline,Smith,70,Head,Single,Female,Retired Museum/gallery conservator,None,Catholic
2,Badger Road,Nicholas,Watts,48,Head,Widowed,Male,"Restaurant manager, fast food",None,None
3,Badger Road,Stephanie,Richardson,52,Head,Single,Female,Fish farm manager,None,Christian
3,Badger Road,Elizabeth,Richardson,6,Granddaughter,NA,Female,Student,None,NA
4,Badger Road,Stephanie,Norman,33,Head,Married,Female,Chief Financial Officer,None,Christian
4,Badger Road,Andrew,Norman,35,Husband,Married,Male,Sports therapist,None,Christian
5,Badger Road,Jenna,Kerr,86,Head,Widowed,Female,Unemployed,None,Catholic
6,Badger Road,Tina,Murray,84,Head,Widowed,Female,Retired Academic librarian,None,Christian
7,Badger Road,Rachel,Kay,65,Head,Widowed,Female,Soil scientist,None,Christian
8,Badger Road,Kieran,Jones,29,Head,Divorced,Male,"Conservation officer, nature",None,Catholic
9,Badger Road,Nicola,Jones,50,Head,Single,Female,"Editor, magazine features",None,None
9,Badger Road,Mohammad,Walker,53,Partner,Single,Male,"Investment banker, operational",None,None
9,Badger Road,Ronald,Jones,12,Son,NA,Male,Student,None,NA
10,Badger Road,Jean,Smith,27,Head,Divorced,Female,Local government officer,None,Catholic
11,Badger Road,Tina,Hill,69,Head,Single,Female,Retired Risk manager,None,Christian
12,Badger Road,Caroline,Brown,73,Head,Widowed,Female,Retired Chief Operating Officer,None,Christian
13,Badger Road,Wendy,Gibbs,33,Head,Single,Female,Chemical engineer,None,Sikh
14,Badger Road,Gavin,Davies,45,Head,Single,Male,"Engineer, materials",None,Christian
15,Badger Road,Lydia,Bennett,55,Head,Single,Female,Quarry manager,None,Christian
16,Badger Road,Denis,Nolan,45,Head,Single,Male,Hospital pharmacist,None,None
16,Badger Road,Roger,Williamson,26,None,Single,Male,Video editor,None,None
17,Badger Road,Sarah,Williams,43,Head,Single,Female,Unemployed,None,Catholic
17,Badger Road,Antony,Williams,12,Son,NA,Male,Student,None,NA
18,Badger Road,Naomi,White,43,Head,Single,female,Food technologist,None,None
18,Badger Road,David,White,19,Son,Single,Male,University Student,None,None
18,Badger Road,Dorothy,White,16,Daughter,NA,Female,Student,None,NA
19,Badger Road,Bethany,McDonald,55,Head,Single,Female,"Therapist, horticultural",None,Christian
20,Badger Road,Lynn,Conway,58,Head,Married,Female,Police officer,None,None
20,Badger Road,Sam,Conway,62,Husband,Married,Male,Claims inspector/assessor,None,None
21,Badger Road,Jeremy,Cooper,39,Head,Single,Male,Personnel officer,None,None
21,Badger Road,Beverley,Thomas,36,Partner,Single,Female,"Designer, television/film set",None,None
22,Badger Road,Oliver,Blake,65,Head,Widowed,Male,"Designer, fashion/clothing",None,Christian
23,Badger Road, ,Bruce,55,Head,Divorced,Male,Adult nurse,None,Catholic
24,Badger Road,Charlie,Jones,60,Head,Single,Male,"Producer, television/film/video",None,None
24,Badger Road,Carolyn,Bennett,5,Granddaughter,NA,Female,Student,None,NA
25,Badger Road,Derek,Hawkins,36,Head,Single,Male,Public librarian,None,Catholic
26,Badger Road,Kathryn,Mahmood,34,Head,Single,Female,"Engineer, petroleum",None,None
27,Badger Road,Lynn,Atkinson,53,Head,Divorced,Female,"Teacher, music",None,None
28,Badger Road,Sara,Campbell,51,Head,Single,Female,Barrister's clerk,None,Christian
29,Badger Road,Shannon,Rees,33,Head,Widowed,Female,Unemployed,None,Methodist
29,Badger Road,Julian,Rees,11,Son,NA,Male,Student,None,NA
30,Badger Road,Mandy,Kirk,18,Head,Single,Female,Student, ,NA
31,Badger Road,Melissa,Buckley,75,Head,Widowed,Female,Unemployed,None,None
31,Badger Road,Paul,Buckley,46,Son,Single,m,Unemployed,None,None
31,Badger Road,Hugh,Buckley,44,Son,Divorced,Male,"Secretary, company",None,None
32,Badger Road,Oliver,Chamberlain,23,Head,Single,Male,Medical physicist,None,Catholic
33,Badger Road,Susan,Evans,19,Head,Divorced,Female,University Student,None,Christian
34,Badger Road,Leonard,Johnson,56,Head,Single,Male,IT sales professional,None,Sikh
35,Badger Road,Marian,Hall,76,Head,Divorced,Female,Unemployed,None,Christian
35,Badger Road,Daniel,Hall,38,Son,Single,Male,Immunologist,None,Christian
35,Badger Road,Sheila,Hall,36,Daughter,Single,Female,Graphic designer,None,None
36,Badger Road,Maureen,Forster,25,Head,Single,Female,Ambulance person,None,None
37,Badger Road,Raymond,Barry,84,Head,Married,Male,Retired IT consultant,None,Christian
37,Badger Road,Olivia,Barry,82,Wife,Married,Female,Retired Hospital pharmacist,None,Christian
38,Badger Road,Stephanie,Hayes,27,Head,Single,Female,Unemployed,None,Methodist
1,Campbell Mountains,Leslie,Griffiths,75,Head,Widowed,Male,Retired Midwife,None,Christian
2,Campbell Mountains,Angela,Bailey,45,Head,Married,Female,Unemployed,None,None
2,Campbell Mountains,Frank,Bailey,47,Husband,Married,Male,Government social research officer,None,None
2,Campbell Mountains,Keith,Bailey,11,Son,NA,Male,Student,None,NA
3,Campbell Mountains,Stacey,Richards,74,Head,Single,Female,Retired Dealer,None,Methodist
4,Campbell Mountains,Yvonne,Kay,66,Head,Widowed,Female,Barista,None,Catholic
4,Campbell Mountains,Leslie,Kay,12,Grandson,NA,Male,Student,None,NA
4,Campbell Mountains,Shaun,Kay,11,Grandson,NA,Male,Student,None,NA
5,Campbell Mountains,Rosie,Murray,55,Head,Single,Female,Arts development officer,None,Christian
6,Campbell Mountains,Max,Ward,72,Head,Widowed,Male,Retired Further education lecturer,None,Christian
7,Campbell Mountains,Clare,Young,39,Head,Single,Female,Health promotion specialist,None,None
7,Campbell Mountains,Jeffrey,Whitehead,38,Partner,Single,Male,Unemployed,None,None
7,Campbell Mountains,Sarah,Young,1,Daughter,NA,Female,Child,None,NA
8,Campbell Mountains,Adam,Harvey,45,Head,Married,Male,"Therapist, nutritional",None,None
8,Campbell Mountains,Lynda,Harvey,43,Wife,Married,Female,Art gallery manager,None,None
9,Campbell Mountains,Jay,Brennan,83,Head,Widowed,Male,"Retired Production assistant, television",None,Methodist
10,Campbell Mountains,Amy,Doyle,66,Head,Widowed,Female,Government social research officer,None,None
11,Campbell Mountains,Lawrence,Lewis,40,Head,Single,Male,Actor,None,Christian
12,Campbell Mountains,Malcolm,Atkinson,38,Head,Single,Male,Chiropodist,None,None
13,Campbell Mountains,Jason,Stone,32,Head,Divorced,Male,"Engineer, building services",None,None
14,Campbell Mountains,Luke,Walton,55,Head,Single,Male,Quality manager,None,Catholic
14,Campbell Mountains,Shaun,Ali,32,None,Single,Male,Diplomatic Services operational officer,None,Sikh
15,Campbell Mountains,Rachel,Rose,81,Head,Divorced,Female,"Retired Psychotherapist, child",None,Catholic
16,Campbell Mountains,Eleanor,Dunn,33,Head,Married,Female,International aid/development worker,None,Catholic
16,Campbell Mountains,Alexander,Dunn,36,Husband,Married,Male,Administrator,None,Catholic
16,Campbell Mountains,Shannon,Dunn,16,Daughter,NA,Female,Student,None,NA
17,Campbell Mountains,Carol,Craig,57,Head,Divorced,Female,Clinical cytogeneticist,None,Muslim
18,Campbell Mountains,Barbara,Ellis,57,Head,Married,Female,Arts administrator,None,Christian
18,Campbell Mountains,Ross,Ellis,58,Husband,Married,Male,"Producer, television/film/video",None,Christian
19,Campbell Mountains,Julian,Smart,62,Head,Divorced,Male,Professor Emeritus,None,Methodist
19,Campbell Mountains,Anthony,Smart,28,Grandson,Divorced,m,Acupuncturist,None,None
19,Campbell Mountains,Emma,Smart,24,Granddaughter,Single,Female,Financial manager,None,None
20,Campbell Mountains,Paige,Smith,48,Head,Single,Female,Recycling officer,None,None
20,Campbell Mountains,Dale,Brown,50,Partner,Single,Male,Systems analyst,None,None
21,Campbell Mountains,Emily,Jones,71,Head,Single,Female,"Retired Nurse, mental health",None,None
22,Campbell Mountains,Dale,Finch,88,Head,Single,Male,Retired Cabin crew,None,Christian
23,Campbell Mountains,Melissa,Palmer,69,Head,Widowed,Female,Retired Pensions consultant,None,Catholic
24,Campbell Mountains,Lorraine,Parkinson,67,Head,Widowed,Female,"Teacher, primary school",None,Christian
25,Campbell Mountains,Daniel,Frost,18,Head,Divorced,Male,Student,None,NA
26,Campbell Mountains,Alice,Roberts,67,Head,Married,Female,Chartered certified accountant,None,Methodist
26,Campbell Mountains,Peter,Roberts,69,Husband,Married,Male,"Retired Therapist, drama",None,Methodist
26,Campbell Mountains,Wayne,Roberts,46,Son,Single,Male,"Engineer, electrical",None,None
27,Campbell Mountains,Kate,Green,27,Head,Single,Female,Product manager,None,Catholic
28,Campbell Mountains,Robin,Wright,39,Head,Widowed,Male,Field trials officer,None,Methodist
29,Campbell Mountains,Dorothy,Lewis,66,Head,Widowed,Female,Press sub,None,None
30,Campbell Mountains,Albert,Mason,36,Head,Single,Male,Firefighter,None,None
31,Campbell Mountains,Dale,Stephenson,71,Head,Single,Male,Retired Colour technologist,None,None
32,Campbell Mountains,Louise,Harper,82,Head,Married,Female,Retired Catering manager,None,None
32,Campbell Mountains,Christian,Harper,88,Husband,Married,Male,Retired Forensic psychologist,None,None
33,Campbell Mountains,Joanna,Yates,63,Head,Married,Female,Unemployed,None,Christian
33,Campbell Mountains,Lewis,Yates,64,Husband,Married,Male,Printmaker,None,Christian
33,Campbell Mountains,Max,Yates,21,Son,Single,Male,University Student,None,None
34,Campbell Mountains,Lee,Parkin,40,Head,Single,Male,Nutritional therapist,None,Catholic
34,Campbell Mountains,Ronald,Barker,22,Lodger,Single,Male,University Student,None,Catholic
35,Campbell Mountains,Rachel,Patel,72,Head,Single,Female,Retired Occupational hygienist,None,None
35,Campbell Mountains,Sean,Patel,44,Son,Single,Male,"Education officer, museum",None,None
35,Campbell Mountains,Hayley,Patel,42,Daughter,Single,Female,Retail buyer,None,Christian
1,Arch Street,Kim,Pritchard,24,Head,Single,Female,"Teacher, special educational needs",None,Muslim
2,Arch Street,Lynda,Sinclair,84,Head,Married,Female,Retired Charity officer,None,Christian
2,Arch Street,Brandon,Sinclair,88,Husband,Married,Male,"Retired Administrator, sports",None,None
3,Arch Street,Geraldine,Lyons,47,Head,Single,Female,IT sales professional,None,None
4,Arch Street,Jeremy,Reed,50,Head,Single,Male,"Geologist, engineering",None,Christian
5,Arch Street,Rachael,Watson,45,Head,Single,Female,"Engineer, mining",None,Christian
6,Arch Street,Samantha,Gill,19,Head,Divorced,Female,University Student,None,None
7,Arch Street,Graham,Quinn,83,Head,Widowed,Male,"Retired Geologist, engineering",None,Christian
8,Arch Street,Samuel,Read,37,Head,Married,Male,Broadcast journalist,None,Methodist
8,Arch Street,Marie,Read,35,Wife,Married,Female,Clinical embryologist,None,Methodist
9,Arch Street,Harry,John,60,Head,Married,Male,Copy,None,Christian
9,Arch Street,Aimee,John,62,Wife,Married,Female,"Engineer, control and instrumentation",None,None
9,Arch Street,Gavin,John,40,Son,Single,Male,Unemployed,None,Christian
1,Duck Drive,Frederick,Butler,79,Head,Widowed,Male,"Retired Development worker, community",None,Christian
2,Duck Drive,Jeremy,Singh,70,Head,Single,Male,Retired Fish farm manager,None,Catholic
2,Duck Drive,Ricky,Haynes,13,Grandson,NA,Male,Student,None,NA
3,Duck Drive,Diane,Payne,36,Head,Divorced,Female,Fast food restaurant manager,None,None
4,Duck Drive,Lydia,Harrison,72,Head,Widowed,Female,Retired Actuary,None,None
5,Duck Drive,Owen,Shaw,68,Head,Married,Male,Retired Pensions consultant,None,Christian
5,Duck Drive,Hollie,Shaw,64,Wife,Married,Female,Herpetologist,None,None
6,Duck Drive,Sandra,Harper,75,Head,Single,Female,Retired Quantity surveyor,None,Methodist
7,Duck Drive,Hayley,Johnson,58,Head,Single,Female,"Radiographer, therapeutic",None,Christian
7,Duck Drive,Shannon,Johnson,24,Daughter,Single,Female,"Psychologist, sport and exercise",None,None
8,Duck Drive,Holly,Jones,58,Head,Married,female,Sales executive,None,None
8,Duck Drive,Kieran,Jones,61,Husband,Married,Male,Physiological scientist,None,None
9,Duck Drive,Paula,Briggs,40,Head,Single,Female,"Accountant, chartered public finance",None,Methodist
10,Duck Drive,Sheila,Smith,67,Head,Divorced,Female,Radio broadcast assistant,None,Christian
11,Duck Drive,Raymond,Kelly,56,Head,Single,Male,Commissioning editor,None,None
11,Duck Drive,Kate,John,59,Partner,Single,Female,Unemployed,None,None
12,Duck Drive,Bernard,Stewart,32,Head,Single,Male,"Therapist, sports",None,None
13,Duck Drive,Tom,Coles,22,Head,Single,Male,University Student,None,None
14,Duck Drive,Terry,Evans,47,Head,Married,Male,Facilities manager,None,None
14,Duck Drive,Lynda,Evans,45,Wife,Married,Female,Charity officer,None,None
15,Duck Drive,Dale,Andrews,67,Head,Married,Male,"Buyer, retail",None,Christian
15,Duck Drive,Linda,Andrews,65,Wife,Married,Female,Unemployed,None,Christian
16,Duck Drive,Gareth,Thompson,78,Head,Divorced,Male,Retired Colour technologist,None,None
17,Duck Drive,Damian,Slater,54,Head,Single,Male,Retail banker,None,None
18,Duck Drive,Roger,Lewis,87,Head,Widowed,Male,Retired Office manager,None,None
19,Duck Drive,Ruth,Dean,46,Head,Single,Female,Fitness centre manager,None,Catholic
20,Duck Drive,Teresa,Parkin,58,Head,Single,Female,Copy,None,None
21,Duck Drive,Christian,Brown,21,Head,Single,Male,University Student,None,None
22,Duck Drive,Craig,Austin,67,Head,Widowed,Male,"Development worker, community",None,Christian
23,Duck Drive,Ross,George,28,Head,Single,Male,Publishing copy,None,Christian
24,Duck Drive,Elizabeth,Goddard,52,Head,Married,Female,Amenity horticulturist,None,None
24,Duck Drive,Kyle,Goddard,54,Husband,Married,Male,Hydrogeologist,None,None
25,Duck Drive,Beth,Jones,24,Head,Divorced,Female,Unemployed,None,None
26,Duck Drive,Aaron,Green,30,Head,Married,Male,Regulatory affairs officer,None,Christian
26,Duck Drive,Sylvia,Green,26,Wife,Married,Female,Water engineer,None,Christian
27,Duck Drive,Pauline,Atkins,59,Head,Single,female,Corporate treasurer,None,Christian
28,Duck Drive,Anne,Bond,88,Head,Single,Female,Retired Hydrologist,None,Christian
29,Duck Drive,Ann,Reed,75,Head,Widowed,Female,Retired Agricultural engineer,None,None
30,Duck Drive,Cheryl,McDonald,39,Head,Married,Female,Public house manager,None,Catholic
30,Duck Drive,Joanne,McDonald,42,Wife,Married,Female,Accounting technician,None,Catholic
